cancer_type,drug_type,phase,enrollment_size,trial_duration_months,sponsor_type,outcome
pancreatic,immunotherapy,I,1347.0,43.0,industry,0
lung,radiation,II,1978.0,98.0,industry,1
pancreatic,hormone_therapy,II,578.0,64.0,industry,1
leukemia,combination,II,241.0,48.0,industry,0
leukemia,radiation,II,1576.0,108.0,industry,0
breast,targeted_therapy,II,177.0,119.0,industry,1
prostate,chemotherapy,III,367.0,9.0,industry,1
melanoma,targeted_therapy,I,1202.0,10.0,government,0
renal,hormone_therapy,III,908.0,73.0,academic,1
pancreatic,targeted_therapy,II,1927.0,105.0,industry,1
leukemia,radiation,III,941.0,50.0,industry,1
bladder,targeted_therapy,III,1278.0,85.0,industry,1
colorectal,hormone_therapy,III,681.0,30.0,industry,1
lung,hormone_therapy,III,424.0,83.0,industry,0
prostate,hormone_therapy,II,1300.0,16.0,academic,1
bladder,radiation,III,696.0,34.0,academic,1
prostate,hormone_therapy,II,608.0,39.0,academic,1
breast,chemotherapy,II,1640.0,91.0,industry,1
renal,hormone_therapy,III,577.0,19.0,government,1
leukemia,targeted_therapy,I,924.0,29.0,government,1
colorectal,combination,III,1956.0,64.0,industry,1
bladder,targeted_therapy,III,1090.0,44.0,industry,1
prostate,combination,II,1256.0,31.0,industry,1
melanoma,targeted_therapy,I,498.0,48.0,industry,1
breast,radiation,I,506.0,41.0,academic,0
melanoma,targeted_therapy,IV,1614.0,44.0,industry,1
colorectal,radiation,III,585.0,66.0,industry,0
bladder,radiation,I,1385.0,21.0,industry,0
breast,hormone_therapy,II,543.0,107.0,industry,1
bladder,chemotherapy,III,723.0,64.0,government,0
leukemia,combination,III,1546.0,101.0,academic,1
ovarian,hormone_therapy,I,1049.0,11.0,academic,0
breast,hormone_therapy,II,840.0,103.0,industry,1
melanoma,radiation,III,1187.0,61.0,academic,0
colorectal,radiation,I,877.0,13.0,industry,0
renal,combination,II,1304.0,99.0,academic,1
leukemia,targeted_therapy,IV,604.0,32.0,industry,1
ovarian,targeted_therapy,III,705.0,76.0,industry,1
renal,hormone_therapy,II,251.0,32.0,industry,1
lung,immunotherapy,I,289.0,94.0,industry,0
leukemia,immunotherapy,I,959.0,51.0,government,0
colorectal,targeted_therapy,II,1490.0,46.0,industry,1
prostate,immunotherapy,III,893.0,84.0,industry,1
breast,targeted_therapy,II,1265.0,30.0,industry,1
bladder,radiation,III,71.0,91.0,government,0
colorectal,hormone_therapy,IV,135.0,23.0,industry,1
breast,chemotherapy,II,557.0,17.0,academic,1
renal,hormone_therapy,II,1608.0,92.0,government,1
bladder,targeted_therapy,III,1920.0,56.0,industry,1
pancreatic,targeted_therapy,IV,560.0,114.0,industry,0
melanoma,hormone_therapy,III,1062.0,44.0,industry,1
lung,combination,I,834.0,94.0,academic,0
leukemia,targeted_therapy,III,1435.0,15.0,industry,1
colorectal,immunotherapy,III,810.0,99.0,industry,1
lung,immunotherapy,IV,1672.0,79.0,academic,0
prostate,targeted_therapy,I,637.0,103.0,academic,1
breast,targeted_therapy,III,438.0,115.0,industry,1
breast,combination,III,328.0,82.0,industry,1
colorectal,immunotherapy,II,1782.0,59.0,industry,1
ovarian,targeted_therapy,II,883.0,34.0,industry,1
ovarian,targeted_therapy,I,205.0,107.0,industry,1
pancreatic,combination,II,280.0,46.0,government,0
melanoma,combination,II,1571.0,114.0,industry,1
bladder,hormone_therapy,IV,1316.0,14.0,government,1
prostate,combination,II,179.0,68.0,academic,1
lung,chemotherapy,II,889.0,82.0,industry,0
ovarian,immunotherapy,III,781.0,42.0,academic,1
pancreatic,hormone_therapy,II,243.0,19.0,industry,0
pancreatic,chemotherapy,II,1299.0,106.0,government,0
colorectal,targeted_therapy,III,199.0,78.0,government,1
prostate,targeted_therapy,III,39.0,77.0,industry,1
renal,hormone_therapy,III,1667.0,44.0,industry,1
bladder,combination,III,651.0,45.0,industry,1
melanoma,targeted_therapy,I,1749.0,59.0,industry,0
leukemia,radiation,IV,1511.0,8.0,industry,1
colorectal,hormone_therapy,I,1666.0,60.0,industry,0
bladder,chemotherapy,III,1253.0,116.0,academic,1
leukemia,hormone_therapy,II,1556.0,109.0,industry,1
leukemia,immunotherapy,IV,77.0,38.0,academic,1
prostate,combination,III,1136.0,101.0,academic,1
prostate,combination,III,1264.0,76.0,industry,1
lung,hormone_therapy,II,742.0,24.0,government,0
pancreatic,targeted_therapy,II,1983.0,39.0,industry,1
bladder,targeted_therapy,III,1275.0,83.0,industry,1
colorectal,radiation,III,1817.0,55.0,academic,1
breast,radiation,I,1407.0,52.0,industry,0
colorectal,combination,IV,634.0,51.0,academic,1
lung,radiation,III,581.0,61.0,government,0
melanoma,chemotherapy,II,393.0,62.0,government,0
pancreatic,radiation,III,641.0,88.0,academic,0
breast,chemotherapy,III,1499.0,56.0,academic,1
ovarian,radiation,II,107.0,59.0,industry,0
melanoma,combination,II,1063.0,95.0,industry,0
prostate,combination,III,1033.0,86.0,academic,1
leukemia,chemotherapy,III,33.0,33.0,industry,1
ovarian,hormone_therapy,II,152.0,24.0,industry,1
colorectal,combination,III,1980.0,32.0,industry,1
colorectal,hormone_therapy,III,1851.0,53.0,academic,1
prostate,targeted_therapy,III,1077.0,24.0,industry,1
lung,chemotherapy,I,911.0,102.0,academic,0
bladder,combination,III,1251.0,56.0,industry,1
ovarian,immunotherapy,II,1856.0,12.0,industry,0
ovarian,targeted_therapy,II,1242.0,34.0,industry,1
renal,hormone_therapy,II,611.0,48.0,industry,0
melanoma,combination,II,602.0,74.0,government,1
pancreatic,chemotherapy,III,1198.0,99.0,industry,1
melanoma,radiation,II,1633.0,118.0,industry,1
bladder,immunotherapy,III,1121.0,112.0,industry,1
colorectal,hormone_therapy,I,1215.0,63.0,industry,1
colorectal,targeted_therapy,II,308.0,13.0,industry,1
colorectal,chemotherapy,IV,1588.0,47.0,industry,1
renal,immunotherapy,III,1855.0,81.0,government,1
colorectal,chemotherapy,II,1831.0,47.0,academic,1
bladder,combination,III,1032.0,18.0,industry,1
prostate,radiation,II,898.0,31.0,industry,1
pancreatic,targeted_therapy,II,1463.0,23.0,industry,0
bladder,chemotherapy,III,26.0,47.0,industry,0
pancreatic,hormone_therapy,III,1203.0,56.0,academic,0
bladder,combination,II,259.0,118.0,government,1
colorectal,combination,IV,1466.0,89.0,industry,1
prostate,targeted_therapy,III,555.0,21.0,academic,1
ovarian,combination,II,1769.0,106.0,industry,1
melanoma,hormone_therapy,III,89.0,8.0,industry,1
leukemia,chemotherapy,III,1923.0,96.0,industry,1
prostate,targeted_therapy,III,235.0,84.0,industry,1
ovarian,combination,II,1147.0,103.0,government,1
lung,combination,III,1770.0,50.0,industry,1
bladder,hormone_therapy,II,1097.0,27.0,industry,1
lung,radiation,III,825.0,109.0,government,0
ovarian,radiation,III,349.0,28.0,government,0
prostate,combination,I,867.0,64.0,academic,1
bladder,chemotherapy,III,1246.0,67.0,government,0
leukemia,targeted_therapy,IV,1331.0,118.0,industry,1
colorectal,combination,IV,64.0,73.0,academic,0
bladder,immunotherapy,II,848.0,59.0,academic,0
bladder,targeted_therapy,I,217.0,62.0,government,0
prostate,radiation,III,1259.0,110.0,academic,1
prostate,combination,I,1524.0,28.0,industry,1
ovarian,hormone_therapy,IV,1352.0,116.0,academic,1
breast,immunotherapy,II,915.0,65.0,industry,1
bladder,combination,II,1478.0,78.0,industry,1
melanoma,chemotherapy,II,351.0,93.0,industry,0
bladder,immunotherapy,II,715.0,90.0,government,0
ovarian,combination,III,46.0,110.0,industry,1
pancreatic,chemotherapy,II,1209.0,115.0,industry,0
lung,immunotherapy,II,337.0,60.0,industry,0
colorectal,chemotherapy,II,1317.0,85.0,government,0
breast,chemotherapy,III,1426.0,68.0,industry,1
leukemia,immunotherapy,I,384.0,61.0,academic,0
leukemia,immunotherapy,III,1146.0,60.0,government,1
leukemia,chemotherapy,III,979.0,30.0,industry,1
prostate,radiation,III,1546.0,31.0,industry,1
leukemia,immunotherapy,IV,1888.0,54.0,academic,1
colorectal,combination,IV,392.0,68.0,government,1
lung,targeted_therapy,IV,1659.0,50.0,academic,1
leukemia,hormone_therapy,II,1969.0,78.0,industry,0
bladder,chemotherapy,I,264.0,84.0,government,0
bladder,chemotherapy,II,1860.0,44.0,industry,1
prostate,hormone_therapy,III,1212.0,102.0,academic,1
colorectal,radiation,IV,1671.0,70.0,academic,0
lung,hormone_therapy,III,1696.0,74.0,industry,1
breast,immunotherapy,I,1461.0,61.0,academic,1
ovarian,hormone_therapy,IV,1399.0,14.0,academic,1
lung,chemotherapy,II,497.0,113.0,government,0
ovarian,hormone_therapy,I,144.0,75.0,industry,0
pancreatic,targeted_therapy,II,556.0,33.0,industry,0
ovarian,combination,I,725.0,50.0,academic,0
melanoma,immunotherapy,III,1939.0,31.0,industry,1
bladder,hormone_therapy,II,1655.0,33.0,industry,1
colorectal,chemotherapy,II,1445.0,45.0,government,0
renal,combination,III,1560.0,20.0,industry,1
prostate,immunotherapy,III,550.0,11.0,government,1
melanoma,chemotherapy,III,1725.0,32.0,industry,1
ovarian,radiation,II,805.0,43.0,industry,0
leukemia,targeted_therapy,III,273.0,73.0,academic,1
colorectal,radiation,IV,140.0,80.0,academic,1
melanoma,targeted_therapy,I,1075.0,90.0,academic,1
prostate,hormone_therapy,III,680.0,69.0,industry,1
bladder,immunotherapy,II,1821.0,35.0,academic,1
colorectal,hormone_therapy,I,1080.0,87.0,industry,1
prostate,targeted_therapy,III,1732.0,104.0,industry,1
pancreatic,targeted_therapy,III,1385.0,8.0,industry,1
pancreatic,targeted_therapy,II,1056.0,67.0,academic,1
prostate,combination,III,1226.0,17.0,industry,1
melanoma,chemotherapy,III,1700.0,96.0,industry,1
colorectal,immunotherapy,IV,1308.0,35.0,industry,1
melanoma,hormone_therapy,II,107.0,90.0,industry,0
breast,hormone_therapy,IV,1983.0,43.0,industry,1
ovarian,radiation,II,1505.0,90.0,academic,0
breast,targeted_therapy,III,65.0,65.0,industry,1
pancreatic,targeted_therapy,I,1435.0,43.0,government,0
bladder,targeted_therapy,I,1162.0,109.0,academic,1
lung,hormone_therapy,III,952.0,20.0,industry,1
ovarian,radiation,II,1574.0,23.0,academic,0
pancreatic,chemotherapy,II,1490.0,57.0,industry,0
melanoma,combination,II,1775.0,34.0,academic,0
melanoma,immunotherapy,III,1985.0,117.0,government,1
melanoma,chemotherapy,I,764.0,107.0,industry,1
bladder,hormone_therapy,III,1649.0,65.0,academic,1
breast,combination,I,986.0,26.0,industry,1
lung,combination,II,782.0,22.0,industry,1
melanoma,combination,II,781.0,110.0,government,0
renal,targeted_therapy,II,813.0,23.0,industry,1
ovarian,immunotherapy,II,763.0,62.0,industry,1
colorectal,hormone_therapy,II,1089.0,42.0,industry,1
renal,hormone_therapy,IV,1929.0,65.0,academic,1
lung,combination,III,1551.0,43.0,industry,0
bladder,hormone_therapy,I,577.0,17.0,government,0
lung,immunotherapy,II,545.0,80.0,industry,0
colorectal,immunotherapy,III,616.0,117.0,industry,1
ovarian,radiation,II,1874.0,118.0,academic,0
colorectal,radiation,I,859.0,89.0,industry,0
prostate,chemotherapy,III,22.0,78.0,academic,1
ovarian,immunotherapy,III,1071.0,6.0,industry,1
lung,immunotherapy,III,1424.0,63.0,industry,1
melanoma,immunotherapy,I,176.0,8.0,industry,1
lung,radiation,I,874.0,68.0,government,0
lung,combination,III,1957.0,26.0,academic,1
ovarian,combination,II,1974.0,28.0,academic,0
prostate,hormone_therapy,III,530.0,14.0,industry,1
lung,combination,III,1376.0,88.0,academic,0
renal,targeted_therapy,II,1887.0,114.0,industry,1
pancreatic,radiation,IV,706.0,60.0,government,0
leukemia,immunotherapy,III,1157.0,115.0,academic,1
leukemia,combination,III,1432.0,24.0,academic,0
lung,radiation,I,1530.0,67.0,industry,0
renal,combination,I,1886.0,92.0,industry,1
melanoma,chemotherapy,II,1293.0,96.0,industry,1
bladder,immunotherapy,II,590.0,96.0,government,1
bladder,chemotherapy,IV,734.0,44.0,industry,1
ovarian,immunotherapy,II,1358.0,105.0,industry,1
leukemia,radiation,II,258.0,81.0,industry,1
lung,hormone_therapy,II,1277.0,32.0,industry,0
bladder,combination,III,322.0,51.0,industry,1
lung,combination,I,626.0,39.0,government,0
ovarian,targeted_therapy,II,1010.0,38.0,academic,1
leukemia,chemotherapy,II,1696.0,97.0,government,1
colorectal,combination,III,353.0,100.0,academic,1
pancreatic,radiation,I,132.0,101.0,industry,0
pancreatic,hormone_therapy,IV,1664.0,55.0,industry,1
bladder,radiation,III,381.0,25.0,industry,0
pancreatic,chemotherapy,II,1900.0,45.0,government,0
colorectal,targeted_therapy,III,820.0,104.0,industry,1
lung,combination,I,116.0,100.0,industry,1
ovarian,radiation,IV,1890.0,63.0,industry,1
colorectal,immunotherapy,III,35.0,36.0,industry,1
ovarian,hormone_therapy,II,575.0,43.0,industry,1
ovarian,radiation,II,1997.0,91.0,industry,1
leukemia,hormone_therapy,I,395.0,50.0,academic,0
lung,combination,IV,761.0,46.0,academic,1
renal,immunotherapy,I,409.0,14.0,industry,0
pancreatic,targeted_therapy,III,639.0,14.0,industry,1
renal,targeted_therapy,II,1260.0,68.0,government,1
leukemia,immunotherapy,IV,1442.0,84.0,industry,1
ovarian,hormone_therapy,II,1303.0,82.0,government,0
bladder,combination,III,843.0,27.0,industry,1
pancreatic,radiation,II,339.0,21.0,academic,0
pancreatic,immunotherapy,III,215.0,37.0,academic,0
lung,chemotherapy,I,1521.0,71.0,academic,0
prostate,hormone_therapy,II,437.0,95.0,government,0
breast,targeted_therapy,II,1518.0,19.0,industry,1
breast,immunotherapy,III,626.0,43.0,industry,1
breast,targeted_therapy,II,587.0,103.0,industry,1
prostate,hormone_therapy,III,563.0,13.0,academic,1
lung,targeted_therapy,II,250.0,105.0,industry,1
prostate,immunotherapy,III,903.0,26.0,academic,1
breast,hormone_therapy,IV,540.0,61.0,industry,1
leukemia,chemotherapy,III,722.0,51.0,industry,1
colorectal,immunotherapy,II,1916.0,48.0,academic,0
ovarian,radiation,II,1243.0,97.0,industry,1
prostate,combination,I,865.0,51.0,industry,1
lung,immunotherapy,II,692.0,113.0,industry,0
lung,hormone_therapy,III,1642.0,53.0,industry,1
renal,combination,III,40.0,75.0,academic,1
colorectal,immunotherapy,IV,1354.0,89.0,academic,1
bladder,chemotherapy,II,607.0,36.0,industry,0
pancreatic,chemotherapy,III,1996.0,38.0,industry,1
breast,radiation,II,917.0,49.0,industry,1
bladder,targeted_therapy,III,1696.0,76.0,industry,1
renal,combination,II,1681.0,13.0,government,0
breast,hormone_therapy,II,1806.0,78.0,government,1
colorectal,hormone_therapy,II,1943.0,7.0,industry,1
renal,targeted_therapy,III,1639.0,22.0,industry,1
breast,chemotherapy,IV,1477.0,57.0,government,0
colorectal,chemotherapy,II,390.0,50.0,industry,1
melanoma,immunotherapy,I,1603.0,42.0,industry,0
bladder,radiation,II,1934.0,47.0,academic,0
bladder,combination,III,97.0,49.0,industry,1
pancreatic,radiation,II,1585.0,86.0,industry,0
colorectal,radiation,III,1328.0,43.0,government,1
prostate,immunotherapy,IV,667.0,104.0,academic,1
melanoma,radiation,IV,159.0,116.0,industry,0
leukemia,targeted_therapy,II,572.0,108.0,industry,0
breast,immunotherapy,III,1017.0,99.0,industry,1
melanoma,targeted_therapy,III,301.0,11.0,academic,1
colorectal,immunotherapy,II,1605.0,73.0,industry,1
ovarian,radiation,III,1301.0,56.0,industry,0
breast,targeted_therapy,III,1866.0,106.0,government,1
lung,targeted_therapy,II,1403.0,40.0,industry,1
bladder,targeted_therapy,II,459.0,63.0,industry,1
colorectal,immunotherapy,II,289.0,62.0,industry,1
lung,hormone_therapy,III,1177.0,78.0,industry,1
pancreatic,radiation,II,765.0,11.0,industry,0
renal,targeted_therapy,IV,1683.0,18.0,government,1
leukemia,combination,III,123.0,64.0,government,1
leukemia,hormone_therapy,III,785.0,91.0,industry,1
lung,combination,I,114.0,97.0,industry,0
bladder,radiation,III,1892.0,35.0,academic,1
pancreatic,radiation,I,748.0,105.0,industry,0
